IATA	lat	lon	ICAO	time_zone	name	city	country
'HHI'	21.48349953	-158.0399933	'PHHI'	'Pacific/Honolulu'	'Wheeler Army Airfield'	'Wahiawa'	'United States'
'MXF'	32.38290024	-86.36579895	'KMXF'	'America/Chicago'	'Maxwell Air Force Base'	'Montgomery'	'United States'
'\N'	34.85010147	-92.30020142	'KRBM'	'America/Chicago'	'Robinson Army Air Field'	'Robinson'	'United States'
'DAL'	32.8470993	-96.85179901	'KDAL'	'America/Chicago'	'Dallas Love Field'	'Dallas'	'United States'
'FCS'	38.67839813	-104.7570038	'KFCS'	'America/Denver'	'Butts AAF (Fort Carson) Air Field'	'Fort Carson'	'United States'
'HLN'	46.60680008	-111.9830017	'KHLN'	'America/Denver'	'Helena Regional Airport'	'Helena'	'United States'
'NKX'	32.86840057	-117.1429977	'KNKX'	'America/Los_Angeles'	'Miramar Marine Corps Air Station - Mitscher Field'	'Miramar'	'United States'
'LUF'	33.53499985	-112.3830032	'KLUF'	'America/Phoenix'	'Luke Air Force Base'	'Phoenix'	'United States'
'\N'	30.42779922	-86.68930054	'KHRT'	'America/Chicago'	'Hurlburt Field'	'Mary Esther'	'United States'
'HHR'	33.922798	-118.334999	'KHHR'	'America/Los_Angeles'	'Jack Northrop Field Hawthorne Municipal Airport'	'Hawthorne'	'United States'
'HUL'	46.12310028	-67.792099	'KHUL'	'America/New_York'	'Houlton International Airport'	'Houlton'	'United States'
'END'	36.33919907	-97.91649628	'KEND'	'America/Chicago'	'Vance Air Force Base'	'Enid'	'United States'
'NTD'	34.12030029	-119.1210022	'KNTD'	'America/Los_Angeles'	'Point Mugu Naval Air Station (Naval Base Ventura Co)'	'Point Mugu'	'United States'
'EDW'	34.905399	-117.884003	'KEDW'	'America/Los_Angeles'	'Edwards Air Force Base'	'Edwards Afb'	'United States'
'LCH'	30.12610054	-93.22329712	'KLCH'	'America/Chicago'	'Lake Charles Regional Airport'	'Lake Charles'	'United States'
'KOA'	19.73880005	-156.0460052	'PHKO'	'Pacific/Honolulu'	'Kona International At Keahole Airport'	'Kona'	'United States'
'MYR'	33.67969894	-78.92829895	'KMYR'	'America/New_York'	'Myrtle Beach International Airport'	'Myrtle Beach'	'United States'
'NLC'	36.33300018	-119.9520035	'KNLC'	'America/Los_Angeles'	'Lemoore Naval Air Station (Reeves Field) Airport'	'Lemoore'	'United States'
'ACK'	41.25310135	-70.06020355	'KACK'	'America/New_York'	'Nantucket Memorial Airport'	'Nantucket'	'United States'
'FAF'	37.13249969	-76.6088028	'KFAF'	'America/New_York'	'Felker Army Air Field'	'Fort Eustis'	'United States'
'HOP'	36.66859818	-87.49620056	'KHOP'	'America/Chicago'	'Campbell AAF (Fort Campbell) Air Field'	'Hopkinsville'	'United States'
'DCA'	38.8521	-77.037697	'KDCA'	'America/New_York'	'Ronald Reagan Washington National Airport'	'Washington'	'United States'
'NHK'	38.2859993	-76.41179657	'KNHK'	'America/New_York'	'Patuxent River Naval Air Station/Trapnell Field Aiport'	'Patuxent River'	'United States'
'PSX'	28.72750092	-96.25099945	'KPSX'	'America/Chicago'	'Palacios Municipal Airport'	'Palacios'	'United States'
'BYH'	35.96429825	-89.94400024	'KBYH'	'America/Chicago'	'Arkansas International Airport'	'Blytheville'	'United States'
'ACY'	39.45759964	-74.57720184	'KACY'	'America/New_York'	'Atlantic City International Airport'	'Atlantic City'	'United States'
'TIK'	35.41469955	-97.38659668	'KTIK'	'America/Chicago'	'Tinker Air Force Base'	'Oklahoma City'	'United States'
'PUB'	38.28910065	-104.4970016	'KPUB'	'America/Denver'	'Pueblo Memorial Airport'	'Pueblo'	'United States'
'PQI'	46.68899918	-68.0447998	'KPQI'	'America/New_York'	'Northern Maine Regional Airport at Presque Isle'	'Presque Isle'	'United States'
'GRF'	47.07920074	-122.5810013	'KGRF'	'America/Los_Angeles'	'Gray Army Air Field'	'Fort Lewis'	'United States'
'ADQ'	57.75	-152.4940033	'PADQ'	'America/Anchorage'	'Kodiak Airport'	'Kodiak'	'United States'
'UPP'	20.26530075	-155.8600006	'PHUP'	'Pacific/Honolulu'	'Upolu Airport'	'Opolu'	'United States'
'FLL'	26.07259941	-80.15270233	'KFLL'	'America/New_York'	'Fort Lauderdale Hollywood International Airport'	'Fort Lauderdale'	'United States'
'MKO'	35.65650177	-95.36669922	'KMKO'	'America/Chicago'	'Davis Field'	'Muskogee'	'United States'
'INL'	48.56620026	-93.40309906	'KINL'	'America/Chicago'	'Falls International Airport'	'International Falls'	'United States'
'SLC'	40.78839874	-111.9779968	'KSLC'	'America/Denver'	'Salt Lake City International Airport'	'Salt Lake City'	'United States'
'CDS'	34.43379974	-100.288002	'KCDS'	'America/Chicago'	'Childress Municipal Airport'	'Childress'	'United States'
'BIX'	30.41040039	-88.92440033	'KBIX'	'America/Chicago'	'Keesler Air Force Base'	'Biloxi'	'United States'
'LSF'	32.33729935	-84.99130249	'KLSF'	'America/New_York'	'Lawson Army Air Field (Fort Benning)'	'Fort Benning'	'United States'
'FRI'	39.05530167	-96.76450348	'KFRI'	'America/Chicago'	'Marshall Army Air Field'	'Fort Riley'	'United States'
'MDT'	40.19350052	-76.76339722	'KMDT'	'America/New_York'	'Harrisburg International Airport'	'Harrisburg'	'United States'
'LNK'	40.85100174	-96.75920105	'KLNK'	'America/Chicago'	'Lincoln Airport'	'Lincoln'	'United States'
'LAN'	42.77870178	-84.58740234	'KLAN'	'America/New_York'	'Capital City Airport'	'Lansing'	'United States'
'MUE'	20.00130081	-155.6679993	'PHMU'	'Pacific/Honolulu'	'Waimea Kohala Airport'	'Kamuela'	'United States'
'MSS'	44.93579865	-74.84559631	'KMSS'	'America/New_York'	'Massena International Richards Field'	'Massena'	'United States'
'HKY'	35.74110031	-81.38950348	'KHKY'	'America/New_York'	'Hickory Regional Airport'	'Hickory'	'United States'
'SPG'	27.76510048	-82.6269989	'KSPG'	'America/New_York'	'Albert Whitted Airport'	'St. Petersburg'	'United States'
'FMY'	26.58659935	-81.86329651	'KFMY'	'America/New_York'	'Page Field'	'Fort Myers'	'United States'
'IAH'	29.9843998	-95.34140015	'KIAH'	'America/Chicago'	'George Bush Intercontinental Houston Airport'	'Houston'	'United States'
'MLT'	45.64780045	-68.68560028	'KMLT'	'America/New_York'	'Millinocket Municipal Airport'	'Millinocket'	'United States'
'ADW'	38.81079865	-76.86699677	'KADW'	'America/New_York'	'Andrews Air Force Base'	'Camp Springs'	'United States'
'INT'	36.13370132	-80.22200012	'KINT'	'America/New_York'	'Smith Reynolds Airport'	'Winston-salem'	'United States'
'VCV'	34.59749985	-117.3830032	'KVCV'	'America/Los_Angeles'	'Southern California Logistics Airport'	'Victorville'	'United States'
'CEW'	30.77879906	-86.52210236	'KCEW'	'America/Chicago'	'Bob Sikes Airport'	'Crestview'	'United States'
'GTB'	44.05559921	-75.71949768	'KGTB'	'America/New_York'	'Wheeler Sack Army Air Field'	'Fort Drum'	'United States'
'PHN'	42.9109993	-82.52890015	'KPHN'	'America/New_York'	'St Clair County International Airport'	'Port Huron'	'United States'
'BFL'	35.43360138	-119.0569992	'KBFL'	'America/Los_Angeles'	'Meadows Field'	'Bakersfield'	'United States'
'ELP'	31.80719948	-106.3779984	'KELP'	'America/Denver'	'El Paso International Airport'	'El Paso'	'United States'
'HRL'	26.22850037	-97.65440369	'KHRL'	'America/Chicago'	'Valley International Airport'	'Harlingen'	'United States'
'CAE'	33.93880081	-81.11949921	'KCAE'	'America/New_York'	'Columbia Metropolitan Airport'	'Columbia'	'United States'
'DMA'	32.16650009	-110.8830032	'KDMA'	'America/Phoenix'	'Davis Monthan Air Force Base'	'Tucson'	'United States'
'NPA'	30.35269928	-87.31860352	'KNPA'	'America/Chicago'	'Pensacola Naval Air Station/Forrest Sherman Field'	'Pensacola'	'United States'
'PNS'	30.47340012	-87.18659973	'KPNS'	'America/Chicago'	'Pensacola Regional Airport'	'Pensacola'	'United States'
'RDR'	47.96110153	-97.40119934	'KRDR'	'America/Chicago'	'Grand Forks Air Force Base'	'Red River'	'United States'
'HOU'	29.64539909	-95.27890015	'KHOU'	'America/Chicago'	'William P Hobby Airport'	'Houston'	'United States'
'BKF'	39.7016983	-104.7519989	'KBKF'	'America/Denver'	'Buckley Air Force Base'	'Buckley'	'United States'
'ORT'	62.9612999	-141.9290009	'PAOR'	'America/Anchorage'	'Northway Airport'	'Northway'	'United States'
'PAQ'	61.59489822	-149.0890045	'PAAQ'	'America/Anchorage'	'Palmer Municipal Airport'	'Palmer'	'United States'
'PIT'	40.49150085	-80.23290253	'KPIT'	'America/New_York'	'Pittsburgh International Airport'	'Pittsburgh'	'United States'
'BRW'	71.285402	-156.766008	'PABR'	'America/Anchorage'	'Wiley Post Will Rogers Memorial Airport'	'Barrow'	'United States'
'EFD'	29.6072998	-95.15879822	'KEFD'	'America/Chicago'	'Ellington Airport'	'Houston'	'United States'
'NUW'	48.35179901	-122.6559982	'KNUW'	'America/Los_Angeles'	'Whidbey Island Naval Air Station /Ault Field/ Airport'	'Whidbey Island'	'United States'
'ALI'	27.74090004	-98.02690125	'KALI'	'America/Chicago'	'Alice International Airport'	'Alice'	'United States'
'VAD'	30.96780014	-83.19300079	'KVAD'	'America/New_York'	'Moody Air Force Base'	'Valdosta'	'United States'
'MIA'	25.79319954	-80.29060364	'KMIA'	'America/New_York'	'Miami International Airport'	'Miami'	'United States'
'SEA'	47.44900131	-122.3089981	'KSEA'	'America/Los_Angeles'	'Seattle Tacoma International Airport'	'Seattle'	'United States'
'CHA'	35.03530121	-85.20379639	'KCHA'	'America/New_York'	'Lovell Field'	'Chattanooga'	'United States'
'BDR'	41.16350174	-73.12619781	'KBDR'	'America/New_York'	'Igor I Sikorsky Memorial Airport'	'Stratford'	'United States'
'JAN'	32.31119919	-90.07589722	'KJAN'	'America/Chicago'	'Jackson-Medgar Wiley Evers International Airport'	'Jackson'	'United States'
'GLS'	29.26530075	-94.86039734	'KGLS'	'America/Chicago'	'Scholes International At Galveston Airport'	'Galveston'	'United States'
'LGB'	33.81769943	-118.1520004	'KLGB'	'America/Los_Angeles'	'Long Beach /Daugherty Field/ Airport'	'Long Beach'	'United States'
'HDH'	21.5795002	-158.1970062	'PHDH'	'Pacific/Honolulu'	'Dillingham Airfield'	'Dillingham'	'United States'
'IPT'	41.2417984	-76.9210968	'KIPT'	'America/New_York'	'Williamsport Regional Airport'	'Williamsport'	'United States'
'IND'	39.7173	-86.294403	'KIND'	'America/New_York'	'Indianapolis International Airport'	'Indianapolis'	'United States'
'SZL'	38.7303009	-93.54789734	'KSZL'	'America/Chicago'	'Whiteman Air Force Base'	'Knobnoster'	'United States'
'AKC'	41.03749847	-81.46690369	'KAKR'	'America/New_York'	'Akron Fulton International Airport'	'Akron'	'United States'
'GWO'	33.49430084	-90.08470154	'KGWO'	'America/Chicago'	'Greenwood–Leflore Airport'	'Greenwood'	'United States'
'HPN'	41.06700134	-73.70760345	'KHPN'	'America/New_York'	'Westchester County Airport'	'White Plains'	'United States'
'FOK'	40.84370041	-72.63179779	'KFOK'	'America/New_York'	'Francis S Gabreski Airport'	'West Hampton Beach'	'United States'
'JBR'	35.83169937	-90.64640045	'KJBR'	'America/Chicago'	'Jonesboro Municipal Airport'	'Jonesboro'	'United States'
'\N'	37.79880142	-116.7809982	'KTNX'	'America/Los_Angeles'	'Tonopah Test Range Airport'	'Tonopah'	'United States'
'LNA'	26.59300041	-80.08509827	'KLNA'	'America/New_York'	'Palm Beach County Park Airport'	'West Palm Beach'	'United States'
'NZY'	32.69919968	-117.2149963	'KNZY'	'America/Los_Angeles'	'North Island Naval Air Station-Halsey Field'	'San Diego'	'United States'
'BIF'	31.84950066	-106.3799973	'KBIF'	'America/Denver'	'Biggs Army Air Field (Fort Bliss)'	'El Paso'	'United States'
'YUM'	32.65660095	-114.6060028	'KNYL'	'America/Phoenix'	'Yuma MCAS/Yuma International Airport'	'Yuma'	'United States'
'CNM'	32.33750153	-104.2630005	'KCNM'	'America/Denver'	'Cavern City Air Terminal'	'Carlsbad'	'United States'
'DLH'	46.84209824	-92.19360352	'KDLH'	'America/Chicago'	'Duluth International Airport'	'Duluth'	'United States'
'BET'	60.77980042	-161.8379974	'PABE'	'America/Anchorage'	'Bethel Airport'	'Bethel'	'United States'
'LOU'	38.22800064	-85.66369629	'KLOU'	'America/New_York'	'Bowman Field'	'Louisville'	'United States'
'FHU'	31.58849907	-110.3440018	'KFHU'	'America/Phoenix'	'Sierra Vista Municipal Libby Army Air Field'	'Fort Huachuca'	'United States'
'LIH'	21.97599983	-159.3390045	'PHLI'	'Pacific/Honolulu'	'Lihue Airport'	'Lihue'	'United States'
'HUF'	39.45149994	-87.30760193	'KHUF'	'America/New_York'	'Terre Haute International Hulman Field'	'Terre Haute'	'United States'
'HVR'	48.54299927	-109.762001	'KHVR'	'America/Denver'	'Havre City County Airport'	'Havre'	'United States'
'MWH'	47.20769882	-119.3199997	'KMWH'	'America/Los_Angeles'	'Grant County International Airport'	'Grant County Airport'	'United States'
'MPV'	44.20349884	-72.56230164	'KMPV'	'America/New_York'	'Edward F Knapp State Airport'	'Montpelier'	'United States'
'\N'	33.2397995	-119.4580002	'KNSI'	'America/Los_Angeles'	'San Nicolas Island Nolf Airport'	'San Nicolas Island'	'United States'
'RIC'	37.50519943	-77.31970215	'KRIC'	'America/New_York'	'Richmond International Airport'	'Richmond'	'United States'
'SHV'	32.44660187	-93.82559967	'KSHV'	'America/Chicago'	'Shreveport Regional Airport'	'Shreveport'	'United States'
'CDV'	60.4917984	-145.4779968	'PACV'	'America/Anchorage'	'Merle K (Mudhole) Smith Airport'	'Cordova'	'United States'
'ORF'	36.89459991	-76.20120239	'KORF'	'America/New_York'	'Norfolk International Airport'	'Norfolk'	'United States'
'BPT'	29.95079994	-94.02069855	'KBPT'	'America/Chicago'	'Southeast Texas Regional Airport'	'Beaumont'	'United States'
'SAV'	32.12760162	-81.20210266	'KSAV'	'America/New_York'	'Savannah Hilton Head International Airport'	'Savannah'	'United States'
'HIF'	41.12403	-111.973086	'KHIF'	'America/Denver'	'Hill Air Force Base'	'Ogden'	'United States'
'OME'	64.5121994	-165.4450073	'PAOM'	'America/Anchorage'	'Nome Airport'	'Nome'	'United States'
'\N'	45.77099991	-122.8619995	'KSPB'	'America/Los_Angeles'	'Scappoose Industrial Airpark'	'San Luis'	'United States'
'PIE'	27.91020012	-82.68740082	'KPIE'	'America/New_York'	'St Petersburg Clearwater International Airport'	'St. Petersburg'	'United States'
'MNM'	45.12670135	-87.63839722	'KMNM'	'America/Chicago'	'Menominee Marinette Twin County Airport'	'Macon'	'United States'
'CXO'	30.35180092	-95.41449738	'KCXO'	'America/Chicago'	'Lone Star Executive Airport'	'Conroe'	'United States'
'SCC'	70.19470215	-148.4649963	'PASC'	'America/Anchorage'	'Deadhorse Airport'	'Deadhorse'	'United States'
'SAT'	29.53370094	-98.46980286	'KSAT'	'America/Chicago'	'San Antonio International Airport'	'San Antonio'	'United States'
'ROC'	43.1189003	-77.67240143	'KROC'	'America/New_York'	'Greater Rochester International Airport'	'Rochester'	'United States'
'COF'	28.23489952	-80.61009979	'KCOF'	'America/New_York'	'Patrick Air Force Base'	'Coco Beach'	'United States'
'TEB'	40.85010147	-74.06079865	'KTEB'	'America/New_York'	'Teterboro Airport'	'Teterboro'	'United States'
'RCA'	44.14500046	-103.1039963	'KRCA'	'America/Denver'	'Ellsworth Air Force Base'	'Rapid City'	'United States'
'RDU'	35.87760162	-78.78749847	'KRDU'	'America/New_York'	'Raleigh Durham International Airport'	'Raleigh-durham'	'United States'
'DAY'	39.90240097	-84.2193985	'KDAY'	'America/New_York'	'James M Cox Dayton International Airport'	'Dayton'	'United States'
'ENA'	60.57310104	-151.2449951	'PAEN'	'America/Anchorage'	'Kenai Municipal Airport'	'Kenai'	'United States'
'MLC'	34.88240051	-95.78350067	'KMLC'	'America/Chicago'	'Mc Alester Regional Airport'	'Mcalester'	'United States'
'IAG'	43.1072998	-78.94619751	'KIAG'	'America/New_York'	'Niagara Falls International Airport'	'Niagara Falls'	'United States'
'CFD'	30.71570015	-96.33139801	'KCFD'	'America/Chicago'	'Coulter Field'	'Bryan'	'United States'
'\N'	31.88909912	-81.56230164	'KLHW'	'America/New_York'	'Wright Aaf (Fort Stewart)/Midcoast Regional Airport'	'Wright'	'United States'
'PHF'	37.13190079	-76.49299622	'KPHF'	'America/New_York'	'Newport News Williamsburg International Airport'	'Newport News'	'United States'
'ESF'	31.39489937	-92.29579926	'KESF'	'America/Chicago'	'Esler Regional Airport'	'Alexandria'	'United States'
'LTS'	34.667099	-99.26670074	'KLTS'	'America/Chicago'	'Altus Air Force Base'	'Altus'	'United States'
'TUS'	32.11610031	-110.9410019	'KTUS'	'America/Phoenix'	'Tucson International Airport'	'Tucson'	'United States'
'MIB'	48.41559982	-101.3580017	'KMIB'	'America/Chicago'	'Minot Air Force Base'	'Minot'	'United States'
'BAB'	39.13610077	-121.4369965	'KBAB'	'America/Los_Angeles'	'Beale Air Force Base'	'Marysville'	'United States'
'IKK'	41.07139969	-87.84629822	'KIKK'	'America/Chicago'	'Greater Kankakee Airport'	'Kankakee'	'United States'
'GSB'	35.33940125	-77.96060181	'KGSB'	'America/New_York'	'Seymour Johnson Air Force Base'	'Goldsboro'	'United States'
'PVD'	41.73260117	-71.42040253	'KPVD'	'America/New_York'	'Theodore Francis Green State Airport'	'Providence'	'United States'
'SBY'	38.34049988	-75.51029968	'KSBY'	'America/New_York'	'Salisbury Ocean City Wicomico Regional Airport'	'Salisbury'	'United States'
'RIU'	38.48680115	-121.1029968	'KRIU'	'America/Los_Angeles'	'Rancho Murieta Airport'	'Rancho Murieta'	'United States'
'BUR'	34.20069885	-118.3590012	'KBUR'	'America/Los_Angeles'	'Bob Hope Airport'	'Burbank'	'United States'
'DTW'	42.21239853	-83.35340118	'KDTW'	'America/New_York'	'Detroit Metropolitan Wayne County Airport'	'Detroit'	'United States'
'TPA'	27.97550011	-82.53320313	'KTPA'	'America/New_York'	'Tampa International Airport'	'Tampa'	'United States'
'PMB'	48.94250107	-97.24079895	'KPMB'	'America/Chicago'	'Pembina Municipal Airport'	'Pembina'	'United States'
'POE'	31.0447998	-93.1917038	'KPOE'	'America/Chicago'	'Polk Army Air Field'	'Fort Polk'	'United States'
'EIL'	64.66570282	-147.102005	'PAEI'	'America/Anchorage'	'Eielson Air Force Base'	'Fairbanks'	'United States'
'HIB'	47.38660049	-92.83899689	'KHIB'	'America/Chicago'	'Range Regional Airport'	'Hibbing'	'United States'
'LFK'	31.23399925	-94.75	'KLFK'	'America/Chicago'	'Angelina County Airport'	'Lufkin'	'United States'
'MAF'	31.94249916	-102.2020035	'KMAF'	'America/Chicago'	'Midland International Airport'	'Midland'	'United States'
'GRB'	44.48509979	-88.12960052	'KGRB'	'America/Chicago'	'Austin Straubel International Airport'	'Green Bay'	'United States'
'ADM'	34.30301	-97.0196342	'KADM'	'America/Chicago'	'Ardmore Municipal Airport'	'Ardmore'	'United States'
'WRI'	40.0155983	-74.59169769	'KWRI'	'America/New_York'	'Mc Guire Air Force Base'	'Wrightstown'	'United States'
'\N'	34.90090179	-76.88069916	'KNKT'	'America/New_York'	'Cherry Point MCAS /Cunningham Field/'	'Cherry Point'	'United States'
'SBO'	32.60910034	-82.36990356	'KSBO'	'America/New_York'	'Emanuel County Airport'	'Santa Barbara'	'United States'
'AGS'	33.36989975	-81.96450043	'KAGS'	'America/New_York'	'Augusta Regional At Bush Field'	'Bush Field'	'United States'
'ISN'	48.17789841	-103.6419983	'KISN'	'America/Chicago'	'Sloulin Field International Airport'	'Williston'	'United States'
'LIT'	34.72940063	-92.22429657	'KLIT'	'America/Chicago'	'Bill & Hillary Clinton National Airport/Adams Field'	'Little Rock'	'United States'
'SWF'	41.5041008	-74.10479736	'KSWF'	'America/New_York'	'Stewart International Airport'	'Newburgh'	'United States'
'BDE'	48.72840118	-94.61219788	'KBDE'	'America/Chicago'	'Baudette International Airport'	'Baudette'	'United States'
'SAC'	38.51250076	-121.4929962	'KSAC'	'America/Los_Angeles'	'Sacramento Executive Airport'	'Sacramento'	'United States'
'HOM'	59.64559937	-151.477005	'PAHO'	'America/Anchorage'	'Homer Airport'	'Homer'	'United States'
'TBN'	37.74160004	-92.14070129	'KTBN'	'America/Chicago'	'Waynesville-St. Robert Regional Forney field'	'Fort Leonardwood'	'United States'
'MGE'	33.91540146	-84.51629639	'KMGE'	'America/New_York'	'Dobbins Air Reserve Base'	'Marietta'	'United States'
'SKA'	47.61510086	-117.6559982	'KSKA'	'America/Los_Angeles'	'Fairchild Air Force Base'	'Spokane'	'United States'
'HTL'	44.359798	-84.671095	'KHTL'	'America/New_York'	'Roscommon County - Blodgett Memorial Airport'	'Houghton Lake'	'United States'
'PAM'	30.06959915	-85.57540131	'KPAM'	'America/Chicago'	'Tyndall Air Force Base'	'Panama City'	'United States'
'DFW'	32.89680099	-97.03800201	'KDFW'	'America/Chicago'	'Dallas Fort Worth International Airport'	'Dallas-Fort Worth'	'United States'
'MLB'	28.10280037	-80.64530182	'KMLB'	'America/New_York'	'Melbourne International Airport'	'Melbourne'	'United States'
'TCM'	47.13769913	-122.4759979	'KTCM'	'America/Los_Angeles'	'McChord Air Force Base'	'Tacoma'	'United States'
'AUS'	30.19449997	-97.66989899	'KAUS'	'America/Chicago'	'Austin Bergstrom International Airport'	'Austin'	'United States'
'LCK'	39.813801	-82.927803	'KLCK'	'America/New_York'	'Rickenbacker International Airport'	'Columbus'	'United States'
'MQT'	46.35359955	-87.395401	'KSAW'	'America/New_York'	'Sawyer International Airport'	'Gwinn'	'United States'
'TYS'	35.81100082	-83.9940033	'KTYS'	'America/New_York'	'McGhee Tyson Airport'	'Knoxville'	'United States'
'HLR'	31.13870049	-97.71450043	'KHLR'	'America/Chicago'	'Hood Army Air Field'	'Fort Hood'	'United States'
'STL'	38.74869919	-90.37000275	'KSTL'	'America/Chicago'	'Lambert St Louis International Airport'	'St. Louis'	'United States'
'MIV'	39.36780167	-75.07219696	'KMIV'	'America/New_York'	'Millville Municipal Airport'	'Millville'	'United States'
'SPS'	33.98880005	-98.49189758	'KSPS'	'America/Chicago'	'Sheppard Air Force Base-Wichita Falls Municipal Airport'	'Wichita Falls'	'United States'
'LUK'	39.10329819	-84.41860199	'KLUK'	'America/New_York'	'Cincinnati Municipal Airport Lunken Field'	'Cincinnati'	'United States'
'ATL'	33.63669968	-84.42810059	'KATL'	'America/New_York'	'Hartsfield Jackson Atlanta International Airport'	'Atlanta'	'United States'
'MER'	37.38050079	-120.5680008	'KMER'	'America/Los_Angeles'	'Castle Airport'	'Merced'	'United States'
'MCC'	38.66759872	-121.401001	'KMCC'	'America/Los_Angeles'	'Mc Clellan Airfield'	'Sacramento'	'United States'
'GRR'	42.88079834	-85.52279663	'KGRR'	'America/New_York'	'Gerald R. Ford International Airport'	'Grand Rapids'	'United States'
'INK'	31.77960014	-103.2009964	'KINK'	'America/Chicago'	'Winkler County Airport'	'Wink'	'United States'
'FAT'	36.77619934	-119.7180023	'KFAT'	'America/Los_Angeles'	'Fresno Yosemite International Airport'	'Fresno'	'United States'
'VRB'	27.65559959	-80.41790009	'KVRB'	'America/New_York'	'Vero Beach Municipal Airport'	'Vero Beach'	'United States'
'IPL'	32.83420181	-115.5790024	'KIPL'	'America/Los_Angeles'	'Imperial County Airport'	'Imperial'	'United States'
'BNA'	36.12450027	-86.67819977	'KBNA'	'America/Chicago'	'Nashville International Airport'	'Nashville'	'United States'
'LRD'	27.54380035	-99.46160126	'KLRD'	'America/Chicago'	'Laredo International Airport'	'Laredo'	'United States'
'EDF'	61.25099945	-149.8070068	'PAED'	'America/Anchorage'	'Elmendorf Air Force Base'	'Anchorage'	'United States'
'OTZ'	66.88469696	-162.598999	'PAOT'	'America/Anchorage'	'Ralph Wien Memorial Airport'	'Kotzebue'	'United States'
'AOO'	40.29639816	-78.31999969	'KAOO'	'America/New_York'	'Altoona Blair County Airport'	'Altoona'	'United States'
'DYS'	32.42079926	-99.854599	'KDYS'	'America/Chicago'	'Dyess Air Force Base'	'Abilene'	'United States'
'ELD'	33.22100067	-92.81330109	'KELD'	'America/Chicago'	'South Arkansas Regional At Goodwin Field'	'El Dorado'	'United States'
'LGA'	40.77719879	-73.87259674	'KLGA'	'America/New_York'	'La Guardia Airport'	'New York'	'United States'
'TLH'	30.39649963	-84.35030365	'KTLH'	'America/New_York'	'Tallahassee Regional Airport'	'Tallahassee'	'United States'
'DPA'	41.90779877	-88.24859619	'KDPA'	'America/Chicago'	'Dupage Airport'	'West Chicago'	'United States'
'ACT'	31.61129951	-97.23049927	'KACT'	'America/Chicago'	'Waco Regional Airport'	'Waco'	'United States'
'AUG'	44.3205986	-69.79730225	'KAUG'	'America/New_York'	'Augusta State Airport'	'Augusta'	'United States'
'INJ'	32.08349991	-97.09719849	'KINJ'	'America/Chicago'	'Hillsboro Municipal Airport'	'Hillsboro'	'United States'
'MKL'	35.59989929	-88.91560364	'KMKL'	'America/Chicago'	'Mc Kellar Sipes Regional Airport'	'Jackson'	'United States'
'MKK'	21.1529007	-157.095993	'PHMK'	'Pacific/Honolulu'	'Molokai Airport'	'Molokai'	'United States'
'FTK'	37.90710068	-85.9720993	'KFTK'	'America/New_York'	'Godman Army Air Field'	'Fort Knox'	'United States'
'\N'	34.70840073	-77.43969727	'KNCA'	'America/New_York'	'New River MCAS /H/ /Mccutcheon Fld/ Airport'	'Jacksonville'	'United States'
'SJT'	31.35770035	-100.4960022	'KSJT'	'America/Chicago'	'San Angelo Regional Mathis Field'	'San Angelo'	'United States'
'CXL'	32.66949844	-115.5130005	'KCXL'	'America/Los_Angeles'	'Calexico International Airport'	'Calexico'	'United States'
'CIC'	39.79539871	-121.8580017	'KCIC'	'America/Los_Angeles'	'Chico Municipal Airport'	'Chico'	'United States'
'BTV'	44.47190094	-73.15329742	'KBTV'	'America/New_York'	'Burlington International Airport'	'Burlington'	'United States'
'JAX'	30.49410057	-81.68789673	'KJAX'	'America/New_York'	'Jacksonville International Airport'	'Jacksonville'	'United States'
'DRO'	37.1515007	-107.7539978	'KDRO'	'America/Denver'	'Durango La Plata County Airport'	'Durango'	'United States'
'IAD'	38.94449997	-77.45580292	'KIAD'	'America/New_York'	'Washington Dulles International Airport'	'Washington'	'United States'
'CLL'	30.58860016	-96.36380005	'KCLL'	'America/Chicago'	'Easterwood Field'	'College Station'	'United States'
'SFF'	47.68280029	-117.322998	'KSFF'	'America/Los_Angeles'	'Felts Field'	'Spokane'	'United States'
'MKE'	42.94720078	-87.89659882	'KMKE'	'America/Chicago'	'General Mitchell International Airport'	'Milwaukee'	'United States'
'ABI'	32.41130066	-99.68190002	'KABI'	'America/Chicago'	'Abilene Regional Airport'	'Abilene'	'United States'
'COU'	38.81809998	-92.21959686	'KCOU'	'America/Chicago'	'Columbia Regional Airport'	'Columbia'	'United States'
'PDX'	45.58869934	-122.5979996	'KPDX'	'America/Los_Angeles'	'Portland International Airport'	'Portland'	'United States'
'TNT'	25.86179924	-80.89700317	'KTNT'	'America/New_York'	'Dade Collier Training and Transition Airport'	'Miami'	'United States'
'PBI'	26.68320084	-80.09559631	'KPBI'	'America/New_York'	'Palm Beach International Airport'	'West Palm Beach'	'United States'
'FTW'	32.81980133	-97.36239624	'KFTW'	'America/Chicago'	'Fort Worth Meacham International Airport'	'Fort Worth'	'United States'
'OGS'	44.68190002	-75.46549988	'KOGS'	'America/New_York'	'Ogdensburg International Airport'	'Ogdensburg'	'United States'
'BFI'	47.52999878	-122.302002	'KBFI'	'America/Los_Angeles'	'Boeing Field King County International Airport'	'Seattle'	'United States'
